대여소명,대여소번호,이용거리(M),이용건수,이용시간(분)
세곡동 사거리(대왕초등학교 정류장),2425,3469665.71,1086,27268
세곡동 성당,2411,9838659.56,4183,88798
세곡사거리 대왕파출소 앞,2343,1313428.6,528,12770
세륜초등학교 건너편,5763,3115868.1,1497,26357
세양청마루 101동 앞,4499,7167177.37,3422,57822
세양청마루아파트 앞,4953,9170482.6,4889,86650
세운상가,3412,9290952.07,4724,95505
세운스퀘어 앞,338,7150448.61,4159,88678
세이브마트,2106,14438586.43,5160,122993
세종그랑시아 앞(102동),775,11803870.32,5499,98451
세종대왕기념관 교차로,636,8438558.24,3707,74258
세종대학교,3524,1384895.95,824,14524
세종대학교 대양AI센터,571,8427766.21,4367,79431
세종대학교(영실관),3588,4450644.94,2532,53766
세종대학교(학술정보원),3543,2529932.0,1463,27936
세종사이버대학교,3509,11263694.72,5838,103553
세화고등학교,4324,5316641.32,1634,45554
센서텍㈜,1194,325186.38,225,3073
센트럴 푸르지오 시티 앞,284,11543280.53,5584,114219
센트럴파크타워 앞,4633,14419853.81,4339,114651
솔리스타오피스텔(공덕동주민센터),4221,7222993.25,3928,55226
솔밭공원역,1538,4738572.82,1835,42350
솔밭공원역 1번출구 앞,1757,11726759.18,3527,86566
솔밭공원역 1번출구 주변,1758,11242558.59,3769,81673
솔브레인이엔지 뒤편,1840,6088695.09,4297,49354
송도병원,429,2599365.42,1040,20694
송이공원,2655,7312754.07,3497,60596
송정역 1번출구,1150,13967875.84,7565,121055
송정역 3번출구 앞,3796,11529637.75,6948,93637
송정중학교,1186,10075565.13,5980,90897
송중초등학교 옆,1574,7840321.2700000005,3456,68567
송천동 주민센터,1515,7060101.4,3147,62595
송천동우체국,1546,6359883.04,2672,63744
송천센트레빌,3714,4338404.59,1916,39800
송파 글마루 도서관,2603,10528615.39,6053,103926
송파 레미니스1단지 102동 앞,2652,11999610.55,4803,96184
송파 파인타운 11단지,2657,9477709.27,4837,87184
송파구청,2608,10936196.24,4343,106138
송파구청 교차로,1278,13010461.36,5161,113491
송파나루역 4번 출구옆,2620,12204877.79,4951,115660
송파도서관,1271,11005050.2,4574,104216
송파레이크힐,4896,1598454.65,831,14069
송파레이크힐 상가,4895,8932634.04,5021,78914
송파사거리,4864,13041790.72,6075,122959
송파소방서 (방이119안전센터),1299,7264725.05,3517,67655
송파소방서 맞은편(성내4교),1282,16089482.95,5075,126735
송파시그니처롯데캐슬,5773,4560162.1,1702,37383
송파여성문화회관 앞,1262,11013294.78,4841,106318
송파여성축구장,5751,6803525.76,2512,58979
송파역 2번 출구앞,1212,13473680.12,7243,120007
송파역 4번출구,2641,12435763.81,5460,117476
송파중학교 정문,1230,7967184.99,3588,73418
송파지역자활센터 뒤,2611,9899336.3,5958,95262
송파청소년센터,4880,10927175.27,4761,92455
송파체육문화회관 앞,1229,11226880.92,5548,92672
송파파인타운 10단지 1005동,4490,5413428.08,2107,48722
송파파인타운 4단지 403동,4475,5722590.37,3100,59399
송파파인타운 7단지,1217,7899603.72,4142,74286
송파파크데일 1단지 115동 건너편,4472,7537671.6,2949,55230
송파파크데일 2단지입구 앞 주차장,1280,8632447.9,3043,68392
송파학사 옆,2633,12532837.07,5140,112286
수궁동 성당 주변,1999,9926932.82,3441,76403
수락리버시티4단지,1696,11350807.31,4506,81609
수락산역 4번출구,1627,13056454.23,6311,114770
수명산파크 4단지 411동 앞,2746,12887436.43,9276,105142
수명산파크1단지교차로,2739,11010345.68,7128,99165
수명중?고교,1177,13345630.52,8597,105612
수명초등학교,2745,10723843.6,7733,92525
수색감리교회,4693,439607.33,209,4918
수서동 성당 맞은편,2422,8166560.39,3578,66778
수서역 1번출구 앞,2375,14372734.89,5522,109529
수서역 5번출구,2377,15471275.55,4736,119614
수서역 6번출구 앞,2376,6856716.65,2667,48448
수연빌딩 앞,1630,11383928.76,5675,107058
수유1동 주민센터,1543,10128288.91,4061,87043
수유2동은행빌딩 앞,1518,10155186.42,4864,95771
수유사거리,1565,11083117.46,4195,101101
수유역2번출구,1569,11903793.57,5139,110929
수유중앙시장,1520,11544775.72,4931,103379
수출의 다리 아래,1839,8919373.22,4417,72702
수협대치동지점,4923,9645667.69,4082,91582
숙대입구역 4번출구,838,13424329.98,6023,123701
숙대입구역 8번,828,11250720.72,5181,104861
숙명여대 입구 교차로,818,10735567.870000001,5029,99106
숙명여대앞 버스정류소 주변,4602,2757798.15,1604,25372
순천향대학병원(한남오거리),864,14821314.97,3107,104374
순흥안씨묘 건너편,3971,1985586.25,547,14577
숭실대 입구역3번 출구 앞,2069,9659309.39,2966,73182
숭실대학교(중문),2094,5119795.31,1521,36820
숭인2동 주민센터 입구,456,10517753.88,5982,105731
스타벅스(동교동) 앞,4208,8190949.83,3648,87389
스타즈호텔독산 빌딩 앞,1862,10782557.12,5565,85399
시립도봉노인복지관 버스정류소,1772,7990850.13,4234,70531
시립동부병원 앞 사거리,612,10711958.26,6128,102183
시립미술관,391,8603817.89,4099,89506
시립창동운동장 입구,1717,5106518.65,2248,45787
시범아파트버스정류장 옆,222,13534927.69,6077,125203
시석빌딩 앞,4211,9020291.1,2990,89382
시조사 앞,635,13666729.88,4748,114905
시청역 10번출구,4753,5903419.5200000005,3150,63485
시청역(2호선) 9번출구 뒤,370,9789381.33,3993,99639
시흥4동주민센터 앞,3970,3955704.07,1380,29132
시흥사거리(시흥동 994-3 앞),3959,15596346.01,4906,122349
신곡시장,4522,12858735.34,6429,113672
신금호역 2번출구 앞,4363,1406128.5,625,12511
신금호파크자이APT앞,3556,6010451.0600000005,2066,53013
신길 래미안 프레비뉴,3211,6385130.25,3028,66067
신길동 우리은행 옆,235,10054435.87,5775,97873
신길선원가와인아파트 앞,242,9208226.26,5003,88750
신길역 2번출구,4559,11942321.82,4688,107707
신길역3번출구,258,8216145.56,4073,81970
신길우성1차아파트 앞 공원,241,10076579.62,5708,86754
신길우성4차아파트,4592,12975222.34,5260,114583
신길자이아파트,4591,8863228.45,5469,67302
신내 우디안 111동 앞,4830,3862089.49,1484,25486
신내2동 주민센터 앞,4808,10027640.0,5054,90545
신내SK V1센터 앞,4827,6101932.2,2456,52802
신내능말공원,1441,8149128.82,3020,59802
신내동 벽산아파트 후문 앞,4825,9491352.95,5635,81352
신내동 한살림 중랑지구 건너편,4829,5551148.64,3020,45674
신내동 한살림 중랑지구 앞,4828,11693476.75,6261,95701
신내어울공원 앞,1420,14388517.66,5551,102542
신내역 4번출구,1421,4643510.53,2508,35777
신내역금강펜테리움센트럴파크,4845,143996.98,71,964
신내우디안아파트 1단지,1422,3700421.43,1199,24982
신논현역 4번출구,2421,11390031.56,3588,105641
신논현타워 앞,2542,11387236.54,3601,104137
신답역 1번출구,4390,4214172.54,2311,37161
신답역 사거리,642,11917411.7,6324,104779
신당 래미안 버스정류장,434,7183781.81,3721,57953
신당역 10번 출구,481,9900549.8,4845,102038
신당역 12번 출구 뒤,383,11876367.63,4602,107064
신대방삼거리,4169,12842640.52,4934,108658
신대방삼거리역 3번출구쪽,2016,2313665.11,1127,20668
신대방삼거리역 6번출구쪽,2015,11730603.21,4256,99831
신대방역 2번 출구,2177,11835251.28,4365,99814
신도고등학교,921,2147960.36,1172,17993
신도림2차e편한세상아파트 203동 앞,1974,12665523.65,6022,115465
신도림4차 e편한세상 아파트 1109동 앞,2000,16122580.8,5155,129751
신도림7차e편한세상아파트 806동 앞,3907,13013668.37,6592,121911
신도림동주민센터 앞,1901,14420523.71,6174,116472
신도림쌍용플래티넘노블아파트 앞,3914,12260641.09,6088,103202
신도림역 1번 출구 앞,1906,14436336.08,4800,110356
신도림테크노근린공원,1961,13436095.83,4891,107934
신도봉사거리 버스정류장,1719,8200617.61,4245,70547
신도중학교앞,977,3739249.66,1993,29640
신동아럭스빌아파트 앞,2226,2771149.11,1468,19929
신동아아파트,275,14180242.56,7262,133485
신동아타워 버스정류소,1768,8251464.79,3181,73854
신림1교 교차로,2140,15277716.99,3426,107778
"신림4,5동교",3822,9857489.61,3360,82522
신림동 우방아파트,2103,10702097.9,5721,95384
신림동걷고싶은문화의거리입구,2175,8675888.67,3493,84824
신림푸르지오아파트,2156,9168450.64,4597,87574
신마곡벽산블루밍메트로오피스텔앞,5053,12234630.04,5662,115841
신목동역 2번 출구,744,16140793.39,7276,129017
신목동역 3번출구,766,20987919.63,4960,149344
신반포역 2번출구 앞,2214,12408134.45,3126,115567
신반포역 3번출구 뒤,2535,7897552.53,2832,75337
신방화사거리,1106,14113435.18,9073,122503
신방화역 6번출구,3757,11051676.0,8678,112324
신방화역 8번출구,3754,12900973.21,8061,118437
신방화역환승주차장,1149,9905771.26,6797,97078
신봉천주유소 A,2199,1593005.69,815,14489
신봉천주유소 B,3810,2230185.51,1234,21003
신사동 가로수길 입구,2362,11965455.56,3412,103344
신사동 성당,934,3749868.51,1618,34148
신사동주민센터 옆,3606,14382691.1,2950,117913
신사두산위브2차아파트 앞,4652,13259150.96,6536,103824
신사로입구,3811,10208119.82,4661,87268
신사스퀘어,4903,11688938.73,2344,89969
신사역 4번출구 뒤,2504,14192142.629999999,4805,120492
신석초교앞 교차로 교통섬,487,14623296.81,3997,115574
신설동역 10번출구 앞,613,9385043.3,4678,93229
신설동역 11번출구 뒤,363,10296254.78,5640,94815
신설동역8번출구,605,7750728.96,3555,85266
신성기사식당 앞,122,6747010.25,3119,64731
신성미소지움아파트,1425,8513132.02,4089,71742
신세계면세점,4776,6357939.81,2391,61689
신세계백화점 본점 앞,324,9530080.49,3496,97883
신세기아파트 앞,2820,12213825.18,5057,95222
신수동 사거리,120,6515637.25,2455,52802
신수동주민센터,494,4849551.01,2192,48114
신양초교앞 교차로,3505,11657607.79,4212,107432
신영동삼거리,447,1659468.11,479,11531
신영동삼거리(북악터널방향),462,2435410.97,563,15530
신영체르니 아파트,4320,7994073.98,2627,70402
신용산역 1번 출구,841,13084776.19,4363,110772
신용산역 6번출구 앞,816,13273109.18,5123,111768
신용산지하차도 앞,4616,9154968.82,3999,74202
신원리베르텔 앞,1775,9312161.790000001,5012,90524
신월6차보람아파트 앞,777,12441089.11,5315,111336
신월사거리,739,14592109.08,6903,120846
신월중학교,732,13304883.540000001,6305,114565
신응교(가좌로) 앞,989,15363633.88,4937,123860
신이문역 1번출구,647,7729147.97,3517,74826
신이문역 2번출구,607,11798768.04,4262,102621
신일해피트리아파트 앞,711,13107166.1,7343,100945
신자초교입구 교차로,3881,12427619.43,6387,114996
신정1동 주민센터 앞,779,13235817.7,6185,121578
신정3동 현장민원실 앞,709,8694586.92,4883,70730
신정6동 주민센터 인근,716,10934172.8,6874,106325
신정교 하부,780,17618790.37,3372,126824
신정네거리역,706,11123513.78,6343,95387
신정네거리역 교차로,4510,11296071.51,5798,103803
신정보도육교 아래,781,13985231.27,6442,116713
신정숲속마을아파트,767,6949128.35,4367,51586
신정이펜하우스 1단지아파트 입구 사거리,757,7788858.78,3602,66848
신정이펜하우스314동,733,7618486.86,3974,68324
신정제일시장,4507,13653963.27,6583,121365
신진과학기술고등학교 버스정류장(응암시장 방면),4659,11723701.41,5242,100016
신창교,1557,15598845.49,4831,118358
신창시장,1737,13815423.01,4431,109586
신창아파트 입구 앞,4064,6286096.34,2710,53920
신창중학교 후문 맞은편 버스정류장,2917,14908477.92,4977,107961
신청담나들목,3638,15151487.65,2485,106662
신촌 교보빌딩,4248,6623497.2700000005,2922,58644
신촌 청년주택,4220,11006045.790000001,3389,92994
신촌 파랑고래 입구,4274,9268752.42,3421,91818
신촌기차역입구 교차로,137,7233637.66,3017,61440
신촌동 제1공영주차장 앞,138,6432021.81,3224,60904
신촌역 4번출구,3116,8718249.67,3807,88787
신촌역(2호선) 1번출구 옆,128,10034577.64,3778,104031
신촌역(2호선) 6번출구 옆,129,10071149.94,3567,88618
신촌역(2호선) 7번출구 앞,130,11329687.74,4102,104296
신트리공원 입구,734,13378106.17,6341,108155
신풍역 6번출구,3212,10344132.94,5921,110594
신한금융투자 앞,5854,11607876.32,3473,108212
신한은행 대림동지점,282,9382252.15,4571,98261
신한은행 서교동지점,107,9400945.97,4151,105993
신한은행 시흥대로금융센터지점,1820,6787161.43,1731,46291
심산기념문화센터,2509,9851735.17,4206,82998
쌍문동 이안아파트 앞,1713,7324414.15,3110,54299
쌍문역 1번출구 주변,1765,11763225.55,5728,103383
쌍문역4번출구 주변,1709,12713516.98,5961,105757
쌍문현대1차아파트 108동 앞,1734,10637687.01,4633,86649
쌍용아파트2단지 정문,4703,4062924.67,1900,31586
쌍용예가(구청별관),288,8834625.25,4875,95305
쌍용플레티넘오피스텔,278,14617320.03,5112,112689
아리랑시네센터 앞,1344,7201822.79,3178,57698
아만티호텔 앞,4207,7945931.1,3671,87450
아망떼마곡전시장,5066,10707687.58,6932,94233
아메리칸센터,4641,7644774.14,3421,65815
아산병원 기숙사 부근,4457,12492737.33,4282,99100
아시아선수촌아파트 교차로,4497,12203877.01,4770,113940
아시아지하보도 14번 출구,2637,12176565.37,4341,116787
아시아지하보도 2번 출구,1224,12505006.290000001,4245,115434
아차산 휴먼시아 아파트 옆,3537,9789281.42,4155,72674
아차산역 3번출구,549,13626471.78,5920,109964
아차산역4번출구,574,11216138.58,4236,94131
아크로리버뷰 부지 앞,2217,15316364.94,4451,125142
아크로타워 스퀘어(영등포시장),283,10237075.1,3906,98862
아현교회,5504,3726904.57,1731,29910
아현래미안푸르지오아파트 104동 앞,5507,680226.65,352,6533
아현문화건강센터,4240,2138646.71,1168,18785
아현역 4번출구 앞,142,8605738.39,4179,70241
안골마을입구,2288,869047.39,260,6457
안국동사거리(신),3407,10108686.4,5034,115919
안국역 5번출구 앞,326,12216874.55,6243,122182
안산초등학교 앞,4265,1656749.85,603,11689
안암2교 옆,1351,12965434.2,5598,110634
안암골벽산아파트(후문),673,9357302.01,4074,81193
안암로터리 버스정류장 앞,1308,12083832.5,5539,111177
안암역 3번 출구,4414,7011312.03,2952,63702
안양천합수부(현대3차아파트),3794,12441782.41,2178,89865
안천중학교,3974,5410812.66,2109,54455
암사동 선사유적지,1007,2010970.55,862,23097
암사역 3번출구(국민은행앞),1008,11913517.44,4365,114902
암사정수센터교차로(강동롯데캐슬퍼스트아파트),3663,5804068.25,2207,46578
압구정 한양 3차 아파트,2307,13069751.49,2961,105025
압구정나들목,3627,17993309.77,2526,122786
압구정로데오역 6번출구,2429,13869619.07,3615,113099
압구정역 2번 출구 옆,2306,14409585.06,3914,125771
압구정파출소 앞,2308,15240240.17,3542,118589
앙카라공원 앞,225,15185010.57,6352,135965
애오개역 4번출구 앞,157,13532078.95,5894,113886
앰배서더 호텔 주변,477,6837650.55,3554,61457
약수동 주민센터,4777,2755524.83,1237,26817
약수역 10번출구 앞,382,8595421.57,3209,75111
약수역 3번출구 뒤,372,12161913.79,4220,99025
약수역 6번 출구,480,8478848.0,3139,71056
양강중학교앞 교차로,725,8278475.2,4548,78591
양남사거리1,3207,9723595.0,5893,87489
양남사거리2,4588,9732051.4,5956,96776
양녕로 입구,2179,10706761.7,5153,100144
양문교회 앞,2066,10585200.25,4667,89709
양서중학교 옆,713,10522230.26,4979,86762
양원보도육교,4519,6672589.01,3219,50856
양원역 1번 출구,4836,11308122.65,5159,90406
양원역 2번출구,1424,3468331.98,1773,31949
양원지구 힐데스하임 앞,4837,8009351.42,3720,57490
양재근린공원,4317,12436011.86,4791,106740
양재동 꽃시장 건너편,2550,9704863.02,3547,80618
양재동 꽃시장 입구,2256,5855267.89,2064,52951
양재시민의숲역 1번출구,2255,15066382.72,5328,124248
양재시민의숲역 3번출구,2274,11757589.06,5688,108642
양재역 11번 출구 앞,2242,10146708.49,4479,87859
양재역 3번출구 주변,2333,10410371.54,4665,97721
양재역 8번출구 앞,2537,9470583.59,4737,83225
양재이스타빌 앞,2508,15400809.79,4723,125534
양재전화국 사거리,2241,5793867.42,2665,54422
양재초등학교 맞은편,2245,12162845.53,4090,104449
양지근린공원앞,1665,14191866.98,6812,123330
양지사거리,519,12225476.63,5337,99044
양지사거리(센트라스APT 115동앞),3555,5330524.47,2404,45974
양천 해누리타운,795,11849136.7,7207,112613
양천공영차고지,4538,2648488.45,1481,22665
"양천구청, 보건소 사잇길",785,10796803.99,5768,112849
양천구청역 1번출구,4528,9795995.85,7148,88264
양천구청역 2번출구 옆,788,12988339.36,8763,117862
양천문화회관,794,12903530.13,7373,125676
양천아파트 입구,787,13530066.71,6555,110527
양천해누리체육공원,4536,9481643.45,4022,76261
양천향교역 7번출구앞,1160,11500813.45,6451,102958
양천향교역8번출구,5064,12189711.98,6884,102072
양평1 보행육교 앞,229,14282934.35,3368,100590
양평1동 YP센터 앞,233,9591862.77,4575,84379
양평2나들목 보행통로 입구,227,14576890.83,3242,110693
양평교 영등포대여소,4594,12830914.91,4785,101883
양평동6차현대아파트 앞,280,11053028.08,6411,105124
양평동성원아파트,4560,13234947.37,6202,115856
양평역 1번출구,4561,11667613.85,4934,98562
양평역2번출구 뒤,4601,9926989.7,4753,90139
양평우림 이비즈센타 앞,232,10119096.36,4073,93802
어린이대공원역 2번출구,3853,10067870.4,5703,83886
어린이대공원역 3번출구 앞,500,8215209.72,4772,75803
어린이대공원정문,3529,9693229.53,4533,92795
어린이도서관,349,8708395.38,3970,83395
어린이회관,3507,9002344.82,5096,76928
어울림병원 앞,5860,10577892.61,4691,98888
언남초등학교 앞,2206,12195423.73,5548,85719
언주역 6번출구앞,2381,8944909.5,2802,73432
언주초등학교 입구,3609,9449460.88,3431,84579
에스테반,4234,6044165.64,2956,49389
에이스 하드웨어(시흥대로 396) 앞,3963,9906976.02,4641,83523
에이스에이존빌딩,2116,9573277.49,4189,83742
에이스하이엔드타워8차 앞,1808,8885115.44,5076,64019
에이스하이엔드타워9차 앞,1806,12869658.14,4076,92680
엘아르베뉴 102동 앞,3988,5354472.09,3685,45105
엘웨딩,1080,10434705.8,5294,100352
엠펠리체 호텔 건너편,1197,12635573.34,6701,114074
여의나루역 1번출구 앞,207,9767055.25,2453,81661
여의도 마리나선착장 앞,260,14789445.03,3360,109478
여의도 삼부아파트,5859,14131408.14,4114,128427
여의도 순복음교회,299,13141381.72,2520,101627
여의도 은하아파트,4563,9520157.06,4341,92511
여의도고교 앞,215,15449811.98,3922,126262
여의도역2번출구 앞,5853,11180492.97,5214,112580
여의도중학교 옆,249,13236544.58,2316,106305
여의도초교 앞,221,15040753.06,4247,132925
역삼1동 주민센터,3628,9271033.03,3599,95081
역삼동 sk뷰 501동앞,2382,7566978.05,3038,76865
역삼동 디오슈페리움 (우성아파트 사거리),2409,9210771.7,3871,86337
역삼빌딩 앞(하나은행 옆),2349,9392882.36,4069,88489
역삼서초삼성 세무서 앞 (역삼빌딩 앞),2407,10393595.84,3707,97147
역삼월드메르디앙아파트 앞,2330,8024072.42,3600,72769
역삼중학교 앞(체육관 방향),3616,3978299.2399999998,1622,40227
역촌 센트레빌 아파트,971,5817416.81,3209,43463
역촌센트레빌아파트 101동 앞,4687,5680958.71,2571,42445
역촌종합시장 버스정류장(예일여고 방면),933,15533315.57,5738,129599
역촌파출소,931,12557694.42,5098,106397
연가교 교차로,3131,13992411.64,4673,113147
연가초등학교 옆,167,7527304.42,3298,64321
연남동주민센터 앞,498,10084814.76,4247,99567
연대 대운동장 옆,141,5463435.24,2629,53671
연서어린이공원,192,10101199.46,3986,73897
연세강서빌딩,5087,12553322.07,5085,102402
연세대 정문 건너편,139,4595771.73,2011,40916
연세로 명물길,134,8425363.75,3283,81675
연세사랑병원신관앞,2281,4361882.37,2367,44379
연신내 선일하이츠빌 정류소,947,6889000.01,3140,59769
연신내역 1번 출구,949,11922153.68,6225,115473
연신내역 3번출구 인근,927,7911430.05,3857,81138
연신내역 4번출구,922,7181684.79,3498,74161
연신내역 5번출구,906,13663632.76,5011,113305
연신초등학교옆 마을마당,974,1849178.65,945,17617
연의근린공원 건너편,750,10209918.47,4837,88053
연해피빌 앞,5319,8748106.68,5301,82072
연희 브라운스톤 아파트 앞,3119,11177332.81,4008,100201
연희IC 남측,4269,10006930.17,3724,92190
연희교차로 인근,196,6307862.74,3008,61059
연희삼거리,3102,11346600.9,4762,100751
연희파크푸르지오아파트 앞,3125,16147521.44,4538,129883
염곡동(염통골) 입구,4310,1928820.06,923,18281
염곡치안센터 건너편,2275,1564642.13,557,13557
염리초등학교 앞,495,13929950.95,4370,117838
염창나들목,3789,15052077.6,2962,106022
염창동 새마을금고 건너편,1171,13789872.45,6683,120973
염창동 한마음아파트 앞,1119,12516505.21,5733,104870
염창역 1번 출구,1169,11733944.57,5885,101238
"염창역 3, 4번 출구 사이",773,14800719.01,4994,117189
염천교사거리,441,6594718.64,3954,65255
영도초등학교,735,14082536.88,6849,123033
영동1교 (양재천근린공원),2276,13344565.32,4555,108480
영동1교 북단,4341,10229981.43,3667,86327
영동3교 북단(우성캐릭터 앞 보도),2396,10576468.52,2675,82651
영동대교 북단,3506,11156736.12,4787,104403
영동중앙교회 버스정류장,4915,3426948.58,1585,33250
영등포 신세계백화점,4565,10347912.0,4715,101874
영등포 푸르지오 아파트 A,3214,11599598.56,6465,91781
영등포 푸르지오 아파트 B,279,12101516.38,7035,110393
영등포공원 분수대 앞,295,4198464.13,2123,42219
영등포구 총괄 우체국,4600,9436526.13,5755,96023
영등포구민체육센터 앞,234,6260851.89,3467,59573
영등포구청역 1번출구,230,8143079.93,4470,91304
영등포로터리,4568,8374894.2,3845,85518
영등포로터리2,276,10763193.54,3738,86929
영등포삼환아파트 앞,244,9949365.81,4976,105967
영등포시장역 포레나영등포,4574,10403218.58,5810,112283
영등포아트홀 앞,5869,6345550.79,3802,68550
영등포역 1번출구,3219,11751793.64,6595,108845
영등포역5번출구,5858,12714661.03,4611,109996
영등포유통상가 사거리,265,8605348.68,5158,99069
영등포전화국사거리 (서강어린이공원),287,10501702.68,5023,103661
영등포청과시장 사거리,266,11425041.61,6050,116034
영락고등학교,3310,4538877.0,2416,37321
영문초등학교 사거리,262,9846727.17,4845,94109
영성빌딩(PAT),1472,9406122.63,5263,88950
영어마을 관악캠프,2130,2059455.22,1026,23071
영일 어린이공원,292,11250957.73,6453,97012
영파여고 앞,1274,11329985.3,6680,117649
영휘원 교차로,656,10142891.76,5028,89451
영희초교 사거리(래미안개포루체하임),2423,12822819.19,4828,113083
예일여중,932,13424040.39,5289,120853
옛골 입구,2541,3495473.65,610,17836
오금공원 사거리,1283,1748062.75,918,16220
오금공원사거리2,2649,3769963.93,1980,36145
오금동 대림아파트 정문,4871,7432999.08,3764,73322
오금역 3번 출구 뒤,1253,9275918.97,4477,85152
오금역 7번 출구 인근,1214,12819978.69,6344,108992
오류동 계림웨스트밸리 앞,3924,2928322.57,1317,23760
오류동 다숲오피스텔 앞,3908,10016765.12,4335,79095
오류동부골든아파트 후문 옆,3933,4043572.99,2314,32036
오류동역 2번출구,1941,11110699.11,5305,89241
오류동역 맞은편,1991,15213038.45,6382,126018
오륜사거리,1300,12036258.96,4532,93926
오리로와 서해안도로 교차로 앞,1973,5806022.26,3239,47644
오목교 동측 지하보도,4598,13680012.02,4908,115794
오목교역 3번출구,765,11514728.11,4850,104773
오목교역 6번 출구,4543,13952937.63,5929,126443
오목교역 7번출구 앞,703,13216259.78,7609,129826
오목로 무중력지대 앞,762,12183472.68,3467,98754
오솔길공원,736,13183902.51,5631,113953
오정초교 앞 보도육교,1971,3239544.48,1400,24937
옥수동성당 옆,523,3888816.9,1072,28860
옥수역 3번출구,565,14232858.26,2393,102767
온곡초교 교차로,1692,15405053.66,7845,128189
온수역 2번 출구 앞,3930,7007223.33,4118,55742
온수역 북측,1943,6495373.84,2348,57393
올림픽공원 남2문 앞,1267,11838995.78,4798,122757
올림픽공원 북2문 A,4464,11414522.26,4120,110548
올림픽공원 북2문 B,4481,11090592.47,3562,101484
올림픽공원 서1문 앞,4856,11259113.26,4613,108757
올림픽공원 장미광장,4857,8209918.79,3531,82972
올림픽공원사거리(선수촌아파트),2653,15832406.88,6949,139938
올림픽공원역 1번출구 앞,1215,14655237.540000001,6525,133795
올림픽공원역 3번출구,2622,9521242.28,3767,104878
올림픽기념 국민생활관 로터리,4711,8987445.7,5348,75848
올림픽로 836(아리수로),1031,10773110.1,3336,91167
올림픽선수기자촌아파트 123동 근처,5758,5932182.17,2806,51843
올림픽선수촌아파트 136동 앞,2654,8747560.95,3815,75686
올림픽훼미리아파트 112동 앞,4460,11038386.85,5525,99844
왈도강서캠퍼스 앞,5078,14277702.55,7186,118133
왕십리 자이아파트(101동 앞),3527,271147.66000000003,145,2168
왕십리KCC스위첸아파트,3532,2282370.59,1259,23505
왕십리교회옆,3514,13566106.95,6141,114615
왕십리역 11번 출구 앞,521,11390227.21,4180,100182
왕십리역 4번 출구 건너편,559,13774910.14,5410,128338
왕십리자이아파트 후문(삼거리),3530,3342191.96,1953,26257
외국어대 정문 앞,634,10373749.73,3960,103863
외대앞역 3번출구,663,11682194.3,4749,97993
외대앞역 교차로,4104,12973706.79,4216,102135
용강동 주민센터 앞,148,17690480.62,4534,135356
용답동 우체국 주변,4385,10643856.45,5217,95766
용답토속공원 앞,526,8732618.62,4223,75496
용두동 래미안허브리츠아파트 앞,615,11606112.22,5174,105214
용두동 사거리,614,9664719.51,4991,95885
용두롯데캐슬리치아파트 앞,4110,11623326.93,6522,119092
용두역 4번출구,641,15124273.33,5053,125541
용마복지센터 앞,4834,5783015.34,2848,49741
용마사거리,3517,14552537.86,4574,120414
용마산역 1번출구,1427,3555574.68,1632,27565
용마지구대 A,1445,3993391.66,1313,31999
용마지구대 B,1480,13396674.78,3835,105461
용마한신아파트사거리,1459,5285685.23,1807,42275
용문2교 옆,1338,10819639.37,4971,92787
용문사 버스정류장,1139,10370831.74,4618,84991
용산 선인상가,845,6936341.88,3195,64073
용산 파크타워 앞,840,5860952.18,2571,61006
용산 푸르지오 파크타운 1단지 앞,4632,5554567.93,1664,41614
용산공원갤러리앞,4625,3950158.72,1832,37010
용산구꿈나무종합타운 앞,4636,10034815.67,4931,96065
용산더프라임아파트 101동 앞,4642,6686921.04,3090,66488
용산시티파크 101동 앞,4637,8309026.27,3199,74595
용산역 맞은편,853,13664780.07,4721,116118
용산전쟁기념관,812,2697135.58,1165,24075
용산중학교,846,12782913.08,6438,103004
용신동주민센터,601,9545143.06,5033,101270
우국한마음 아파트 맞은편,4270,18032648.9,5359,124174
우리은행 방배동지점 앞,2529,11240738.46,4369,104763
우리은행 시흥남자동화점 앞,1868,7269696.17,2704,58332
우면산등산로 입구,4337,972494.33,426,6366
우물골 근린공원,4686,5546637.29,3664,51803
우성4차아파트,3566,9839626.51,5729,97818
우성식품 앞,3587,11627094.8,5791,104500
우성아파트 교차로,286,10116651.78,5011,97058
우성아파트 앞,4171,10215604.29,5282,92141
우성아파트사거리 (기업은행앞),2505,10243213.459999999,3702,101991
우솔초등학교 맞은편,2249,8559404.35,1895,51330
우영테크노센터 앞,4377,8359560.87,3553,90808
우이교 교차로,4087,14171237.97,4076,110369
우이동 먹거리마을,1572,4414629.43,1159,33437
우이천 창번교,3720,11469793.6,4069,89697
우이초등학교 후문 옆,1516,9172549.65,4264,83829
우장산동 가곡어린이공원앞,5061,12772344.41,7391,126020
우장산역 1번출구옆(우장산아이파크105동앞),1126,13257146.91,7560,125896
우장산역 3번출구,1199,13021480.959999999,7213,129351
우장산역 헤링턴타워 앞,5073,11326166.65,5782,104853
우장초등학교 앞,2713,11981008.62,5379,98858
원남동사거리,359,8771608.32,5203,91129
원당공원 앞,4078,15103146.96,5329,116558
원당근린공원,5095,11267473.87,6149,111629
원메디타운 앞,1964,15376964.13,6521,128747
원묵고등학교,1428,8968607.43,4811,83415
원일교회,3504,9174014.39,5149,92953
원자력 병원,1693,7497608.89,3288,66559
원풍빌라앞,979,10946412.56,4250,85356
